"","killer_position_x","killer_position_y","victim_position_x","victim_position_y","killed_by","time","GunType","killerelevation","victimelevation","killdistance"
"26846109",537857.6,659930.8,537827.1,659857.1,"Punch",122,"Melee","Elevated","Elevated",79.7617702913513
"13872171",369020.1,407611.5,367645.9,406534.8,"R1895",262,"Pistol","Normal","Normal",1745.76875043629
"35069433",399395.1,403254.8,402456.9,403418.6,"M16A4",1670,"Rifle","Normal","Normal",3066.17835097704
"19335261",467324.9,646411.9,467317.6,646679.9,"M416",202,"Rifle","Elevated","Elevated",268.099403207095
"18335438",429555.5,240642.8,436229.1,240888.2,"Grenade",1130,"Explosives","Normal","Normal",6678.11037045658
"13112383",274418.5,234969.9,274659.1,235330.6,"UMP9",1127,"Sub Machine Gun","Normal","Normal",433.581422572505
"31839862",384641.9,384883.7,384641.9,384883.7,"Grenade",970,"Explosives","Normal","Normal",0
"1942019",546959.8,516074.3,533714.1,501688.3,"AKM",1252,"Rifle","Normal","Normal",19555.1927755776
"24893399",601564,604737.3,604192.8,603898.6,"M416",380,"Rifle","Elevated","Elevated",2759.34904098781
"29115517",242350.6,485124.9,241741.5,485067.7,"AKM",1426,"Rifle","Elevated","Elevated",611.779903233188
"14122370",246144.9,435605.9,246268.9,435185.1,"Tommy Gun",309,"Sub Machine Gun","Normal","Normal",438.689685313023
"3742487",588989.1,307854.9,590485.4,303871.5,"M16A4",490,"Rifle","Normal","Normal",4255.16030837856
"22716029",555660.3,180522,555704.6,180055.4,"M16A4",754,"Rifle","Normal","Normal",468.698250476785
"24762583",333984.9,547360.7,333973.6,547147,"S12K",1223,"Shotgun","Normal","Normal",213.998551396922
"19563138",382516.6,473804.4,382352.5,473952.2,"Punch",100,"Melee","Normal","Normal",220.847571867994
"24769347",642770.9,480767.8,639052.3,478112.8,"Mini 14",1634,"Rifle","Normal","Normal",4569.13678499559
"36350656",459124.7,629048.3,458793.8,630022,"S686",109,"Shotgun","Normal","Normal",1028.39024693932
"9299275",259146.7,457480.3,250317,456575,"Kar98k",1687,"Sniper","Elevated","Elevated",8875.98840580587
"29901783",237143.6,455028.2,239576.7,460853.8,"Kar98k",1567,"Sniper","Elevated","Elevated",6313.28685947342
"6426292",611617.9,605944.6,611900.9,606216.8,"Micro UZI",159,"Sub Machine Gun","Elevated","Elevated",392.659954668207
"29940793",343224.8,316590.7,343001.7,316099.4,"M416",391,"Rifle","Normal","Normal",539.582523808896
"4482769",340981.5,163799.9,341177.5,164043.8,"R1895",93,"Pistol","Normal","Normal",312.894886503435
"35577061",512641.9,697120.4,518210.6,691899.4,"SKS",1736,"Sniper","Elevated","Elevated",7633.43046670365
"21830804",566660.8,250053.9,578011.3,242496.2,"Kar98k",1586,"Sniper","Normal","Normal",13636.4467343953
"22392927",200200.1,227092.2,205678.7,219161.3,"AKM",846,"Rifle","Normal","Normal",9639.20291154826
"1817211",431661.6,635190.7,431418.8,635192.1,"S12K",170,"Shotgun","Normal","Normal",242.804036210262
"9168997",550747.2,548024,553063.6,532676.6,"SCAR-L",966,"Rifle","Normal","Normal",15521.2240406484
"2966804",467469.9,641504.4,467308.6,641566.6,"S1897",129,"Shotgun","Elevated","Elevated",172.877210759571
"35771849",377722.9,494626.7,388448.9,485951.6,"SKS",1170,"Sniper","Normal","Normal",13795.08738682
"23900653",339617.8,540094.8,316853.9,542555.8,"Mini 14",1176,"Rifle","Normal","Normal",22896.5426256891
"655192",165510.3,281836.3,165304.3,281589.9,"UMP9",691,"Sub Machine Gun","Normal","Normal",321.168117969363
"13670235",314963.3,532322.4,307462.2,529318.3,"UMP9",407,"Sub Machine Gun","Normal","Normal",8080.29195140866
"21986830",355169.2,572038.4,351074.4,568122.6,"M16A4",1661,"Rifle","Normal","Normal",5665.76355666209
"15813117",448933.9,295270.8,448272.2,295243.6,"S1897",134,"Shotgun","Normal","Normal",662.258808925949
"15269566",600086.6,477995.7,601227.3,478099.9,"M416",289,"Rifle","Normal","Normal",1145.44931358841
"5378144",162527.8,281991.2,166510.7,277779.7,"SKS",757,"Sniper","Normal","Normal",5796.57007720947
"34575416",423905.1,325435.8,425406.3,325493.8,"M416",97,"Rifle","Normal","Normal",1502.32001917036
"23646740",439508.7,433304.1,439588.2,433314.9,"Punch",110,"Melee","Normal","Normal",80.2302312099436
"37017526",588831.4,452010.5,588828.8,451781.1,"S686",987,"Shotgun","Normal","Normal",229.414733615805
"24054702",624535.1,302924.7,624490.4,303450.6,"S686",294,"Shotgun","Normal","Normal",527.796267512342
"21966971",498366.6,415483.1,511272.1,445520.8,"SCAR-L",1634,"Rifle","Normal","Normal",32692.74157271
"4908739",561402.9,142113.5,559261.1,142474.9,"M416",1433,"Rifle","Normal","Normal",2172.07670214479
"28503691",431638.5,445501.1,431552.6,445912.8,"S1897",243,"Shotgun","Normal","Normal",420.565928244328
"32651387",685104.6,460905,684944.6,461598.1,"SCAR-L",203,"Rifle","Normal","Normal",711.328060742698
"4471422",522243.2,463499.6,524568.3,460701.2,"M416",1546,"Rifle","Normal","Normal",3638.28703787922
"38763499",147956.8,594457.3,147873.9,594503.7,"S686",288,"Shotgun","Normal","Normal",95.0019473484117
"19577493",147141.8,270646,147074.6,273623.8,"Kar98k",791,"Sniper","Normal","Normal",2978.55815454389
"23199391",411214.6,291292.9,411338,291165.4,"S1897",191,"Shotgun","Normal","Normal",177.436777473008
"31045750",490719.5,347475.3,490850.8,348015.8,"UMP9",580,"Sub Machine Gun","Normal","Normal",556.219327244206
"19838248",393395,289012.2,397428.6,290855.5,"AKM",389,"Rifle","Normal","Normal",4434.82624800564
"22781421",541472.6,320632.2,537021.1,320811.3,"SCAR-L",590,"Rifle","Normal","Normal",4455.10146461335
"32137691",615650.6,591736.1,615755.1,591712.8,"P1911",201,"Pistol","Normal","Normal",107.066054377645
"11337075",578623.1,631284.6,567534.8,631594.6,"Kar98k",1354,"Sniper","Elevated","Elevated",11092.6325500306
"28017908",564028.4,180329.3,563129.8,181765.4,"S1897",1336,"Shotgun","Normal","Normal",1694.06764032608
"17554231",589936.3,474517.2,589889.3,474581.3,"Punch",88,"Melee","Normal","Normal",79.4846526066323
"12603664",185296.8,226490.7,185296.8,226490.7,"Grenade",706,"Explosives","Normal","Normal",0
"3018925",529946.9,486306.9,527147.6,481258.3,"M416",703,"Rifle","Normal","Normal",5772.73266746353
"1329358",337918.9,218838.7,337718.3,218731.9,"P1911",139,"Pistol","Normal","Normal",227.258883214755
"847788",428788.9,670735.2,435140.7,652460.4,"M16A4",1668,"Rifle","Normal","Normal",19347.1878649068
"25315685",411363.8,292606,411186.7,292484.5,"M416",454,"Rifle","Normal","Normal",214.771180561992
"35033645",345728.3,407266.8,341027.3,402308.9,"Mini 14",601,"Rifle","Normal","Normal",6832.28903150325
"17688036",444814.6,621893.6,444851.4,621956.4,"SCAR-L",468,"Rifle","Normal","Normal",72.7879110842541
"24525293",363239.2,409033.9,363181.5,408965.9,"Punch",455,"Melee","Normal","Normal",89.181219996148
"3797048",360548,247508.9,360669.3,247738.1,"M16A4",927,"Rifle","Normal","Normal",259.318973467046
"13263784",676679.8,510743.8,677459.4,510200.9,"UMP9",370,"Sub Machine Gun","Normal","Normal",950.008721012563
"3544860",198296.6,384954.1,197042.2,380539.2,"M416",1451,"Rifle","Normal","Normal",4589.64719450196
"6317111",555334.3,631108.2,557231.9,629469.3,"M416",1508,"Rifle","Elevated","Elevated",2507.36494551543
"34682657",372725.2,403806.3,372890.8,403571.8,"P1911",155,"Pistol","Normal","Normal",287.077707250132
"8285280",692956.9,455935.8,694429.9,449610.3,"SCAR-L",577,"Rifle","Normal","Normal",6494.74243138248
"23808789",213511.6,393286.9,212320.4,394785.7,"M416",1092,"Rifle","Normal","Normal",1914.51270040185
"1931292",219579.8,397031.3,218816.7,397984.9,"SCAR-L",128,"Rifle","Normal","Normal",1221.34129955555
"34720683",331354.6,345395.6,331104,347329.9,"AKM",1764,"Rifle","Normal","Normal",1950.46580334036
"16808907",450098.2,618742.1,447373.7,620133.6,"M16A4",166,"Rifle","Normal","Normal",3059.27646674831
"38103783",583943.9,381404.9,583996.4,382010.5,"S686",860,"Shotgun","Normal","Normal",607.871376197277
"4772471",165399.4,282200.5,165506.8,282046.1,"AKM",317,"Rifle","Normal","Normal",188.080089323687
"31183937",191022,224136.7,190165.1,223711.1,"UMP9",484,"Sub Machine Gun","Normal","Normal",956.772162011414
"30340895",440909.4,336852.6,436797.5,334770.6,"M16A4",679,"Rifle","Normal","Normal",4608.95276716959
"35810497",446891.8,642189.2,446968.4,642231.1,"Punch",92,"Melee","Normal","Normal",87.3107668046003
"5751924",367360.6,407101.8,367497.3,407340.2,"S1897",138,"Shotgun","Normal","Normal",274.811662780193
"32015467",357136.9,394007.3,357951.5,393666.2,"M416",367,"Rifle","Normal","Normal",883.132136206098
"18845689",547205.6,332366.4,546916.8,332945.2,"Groza",1947,"Rifle","Normal","Normal",646.849967148446
"403907",528309.8,244416.5,527997.7,244377.5,"Micro UZI",252,"Sub Machine Gun","Normal","Normal",314.527280215974
"118305",321774,315006.8,332946.3,314261.5,"AKM",566,"Rifle","Normal","Normal",11197.1317479076
"31944074",375520,397394.6,375465.5,397634.6,"S1897",423,"Shotgun","Normal","Normal",246.110239526924
"23529272",299570.2,336841.3,306434.1,339807.3,"SKS",1787,"Sniper","Normal","Normal",7477.31764806067
"8512224",127591.4,299149.8,128222.7,298419.3,"S1897",258,"Shotgun","Normal","Normal",965.489482076322
"24885343",534822.9,428556.7,514286.6,431728.1,"Mini 14",1164,"Rifle","Normal","Normal",20779.7352160705
"9476787",549495.8,231161.9,549804.3,231256.9,"S1897",880,"Shotgun","Normal","Normal",322.795988203075
"7874585",208178.5,271167.4,208104.9,271521.6,"S12K",154,"Shotgun","Normal","Normal",361.76594643494
"27212888",238656.2,422250.3,238313.9,422318.8,"S686",568,"Shotgun","Normal","Normal",349.086722749537
"18935996",685503.9,461929.7,685241.9,462212.3,"S686",165,"Shotgun","Normal","Normal",385.365748348224
"17033532",418605.1,324647.2,418880.7,324611.2,"S1897",132,"Shotgun","Normal","Normal",277.941288764407
"1622795",634163.2,365212.1,633823.8,365262,"AKM",375,"Rifle","Normal","Normal",343.048640865897
"24106101",696263.2,342050.8,696463.4,342060.8,"Hit by Car",202,"Vehicles","Normal","Normal",200.44959466167
"12397606",313913.3,512387.4,312236,514199.1,"M416",884,"Rifle","Normal","Normal",2468.92530871223
"30180928",358352.9,398892.9,358635.1,399512.4,"M416",316,"Rifle","Normal","Normal",680.747449499426
"33094852",464783.3,650191.1,464723.7,650152,"Punch",108,"Melee","Elevated","Elevated",71.2809231140801
"9902500",430412.4,627961.6,430996.9,628786.9,"SKS",119,"Sniper","Normal","Normal",1011.31614245995
"22595750",447095.6,620858.6,448429.2,629943,"M416",93,"Rifle","Normal","Normal",9181.76520719194
"14122955",592764.3,94815.23,592715.9,95140.75,"SCAR-L",1382,"Rifle","Normal","Normal",329.098511695214
"967591",623555,379884.7,623716.9,379173.1,"S1897",229,"Shotgun","Normal","Normal",729.785016289083
"5384664",433026.1,346213.5,426464.8,333828.5,"M416",741,"Rifle","Normal","Normal",14015.6656170872
"2453852",438052.8,331666.1,439549.5,335377,"AKM",588,"Rifle","Normal","Normal",4001.36098096638
"9752607",422997.7,325216.2,423062.1,325120.8,"M16A4",94,"Rifle","Normal","Normal",115.102215443492
"33648",160705.8,281538.7,160827.9,281595.4,"M16A4",346,"Rifle","Normal","Normal",134.622806388824
"10244677",328646.3,394709,329236.3,395509.2,"S12K",108,"Shotgun","Normal","Normal",994.193160306396
"37323170",523696.9,485698.6,518718,486575.6,"M16A4",517,"Rifle","Normal","Normal",5055.54885348764
"19102480",641630.9,469381.7,641510.7,469081.8,"AKM",130,"Rifle","Normal","Normal",323.091395738158
"11238862",338059.8,400573.6,338059.1,400574.8,"Motorbike",580,"Vehicles","Normal","Normal",1.3892443989609
"23291171",487685.2,570515.6,497163.2,566016.3,"Kar98k",1172,"Sniper","Normal","Normal",10491.7198061137
"36880244",723900.1,433566.8,723994.9,434223.6,"AKM",474,"Rifle","Normal","Normal",663.606268807034
"20213460",285013.7,468183.3,274409,469951.8,"UMP9",838,"Sub Machine Gun","Normal","Normal",10751.1513030001
"10803844",573435.5,419188.9,573491.7,419496.3,"M16A4",1276,"Rifle","Normal","Normal",312.495119961854
"23504043",556155.6,646902.7,555724.8,646882.3,"Vector",1742,"Sub Machine Gun","Elevated","Elevated",431.28273788773
"11687593",595383.8,467554.3,595917.2,467870.6,"Micro UZI",269,"Sub Machine Gun","Normal","Normal",620.130026687866
"36115831",552561.1,577931.3,552774.8,577320.3,"Hit by Car",518,"Vehicles","Normal","Normal",647.293356987409
"39701781",450569.1,226657.6,439518.9,225195.6,"Hit by Car",922,"Vehicles","Normal","Normal",11146.4955945803
"27032246",116266.7,537351.6,117901.6,538733.2,"Grenade",1681,"Explosives","Normal","Normal",2140.49446857495
"162148",420565.8,325208.7,420937,326509.8,"P1911",97,"Pistol","Normal","Normal",1353.01539163453
"32381202",618323.4,300932.3,618241.9,301336,"Micro UZI",849,"Sub Machine Gun","Normal","Normal",411.844558055596
"1314855",283556.4,258070.1,302507.6,271506.3,"M24",1126,"Sniper","Normal","Normal",23231.0019560069
"26994642",120711.3,535211.9,120756.2,535381.3,"S1897",164,"Shotgun","Normal","Normal",175.249450783754
"13060261",509982.5,473473.3,505580.8,466593.1,"M416",735,"Rifle","Normal","Normal",8167.74846147947
"17203231",614028.3,182382.8,614478.4,180869.8,"SCAR-L",1867,"Rifle","Normal","Normal",1578.53064905309
"15660603",162802.3,370160.5,165382.4,372980.5,"M416",1665,"Rifle","Normal","Normal",3822.21349613022
"12699790",294930.8,506135.6,294904.1,504116.4,"M16A4",931,"Rifle","Normal","Normal",2019.37652011699
"33514842",424205.1,325404.7,424507.3,325021.1,"UMP9",164,"Sub Machine Gun","Normal","Normal",488.337792926202
"578866",438567.4,639529.3,438243.8,639551.9,"Micro UZI",137,"Sub Machine Gun","Normal","Normal",324.388224200604
"36073674",564122.3,380777.1,564227.1,380707,"Punch",125,"Melee","Normal","Normal",126.083504075601
"6317946",263451.4,232535.7,264904.8,234038,"Groza",1265,"Rifle","Normal","Normal",2090.28152410145
"34116420",201798.5,279139.8,201229.3,270670,"M16A4",497,"Rifle","Normal","Normal",8488.90456301635
"39102748",614644,497875.6,615830.1,499799.1,"S12K",1762,"Shotgun","Normal","Normal",2259.79765908365
"13026417",423788.7,327055.7,425099.5,327002.7,"S1897",203,"Shotgun","Normal","Normal",1311.87104549188
"20739259",625489.3,352297.3,641627.2,359323.5,"SKS",1237,"Sniper","Normal","Normal",17601.1165228231
"30916805",163258.8,291518.6,162674.7,291484.9,"M16A4",165,"Rifle","Normal","Normal",585.071363168605
"3924493",369398.7,171856.1,369398.7,171856.1,"Grenade",420,"Explosives","Normal","Normal",0
"4959961",397153.5,355271.9,398744.3,354531.2,"S686",799,"Shotgun","Normal","Normal",1754.78805842756
"38991903",447576.1,629827.6,446847.6,629824.3,"M16A4",74,"Rifle","Normal","Normal",728.50747422384
"33542773",266612.7,402335.3,274450.8,401634.9,"SCAR-L",961,"Rifle","Normal","Normal",7869.33108783711
"14091098",491476.6,348360.8,491396.1,348376.6,"Punch",184,"Melee","Normal","Normal",82.0359067725812
"35073690",446773.4,632666.7,445051.3,633254.3,"AKM",247,"Rifle","Normal","Normal",1819.58846171332
"20550082",365986.8,381275.4,366339.6,379057.7,"M16A4",1473,"Rifle","Normal","Normal",2245.58703460811
"3863204",377269.2,493372,381144.7,493356.9,"AKM",1719,"Rifle","Normal","Normal",3875.5294167378
"843572",436120.9,240972.2,438352.5,237804.4,"Grenade",1051,"Explosives","Normal","Normal",3874.91876043873
"9661402",332032.5,323173.8,332863.6,323731.4,"M416",963,"Rifle","Normal","Normal",1000.82214703712
"2356444",216565.5,295003.9,208994.3,295312,"SCAR-L",668,"Rifle","Normal","Normal",7577.46626848316
"13261492",233941.6,461051.8,235194.9,456756.8,"SCAR-L",1417,"Rifle","Elevated","Elevated",4474.12403605443
"1558108",290191.9,266906.8,298555.3,269601.1,"AKM",1261,"Rifle","Normal","Normal",8786.67810096622
"30303315",565013.8,353302.6,567630.8,351861,"M16A4",676,"Rifle","Normal","Normal",2987.791753118
"12757626",706451.6,334883.9,703217.6,335526.1,"AKM",148,"Rifle","Normal","Normal",3297.14677258989
"36293828",740287.5,466220.9,738855,464635.2,"AKM",1777,"Rifle","Normal","Normal",2136.93723351905
"20301831",520161.5,467069.3,520102.3,467002.5,"M416",359,"Rifle","Normal","Normal",89.2573806472037
"3798913",480859.4,245161.7,455127.2,245394.9,"M24",1504,"Sniper","Normal","Normal",25733.2566745836
"258692",331509.6,208886.6,331481.8,209212.5,"M416",1163,"Rifle","Normal","Normal",327.083552016905
"10917375",687820.7,461148.1,688355.8,461608.7,"SCAR-L",131,"Rifle","Normal","Normal",706.034255542981
"31772059",528285.6,264228.8,522320.6,259532.2,"Kar98k",1169,"Sniper","Normal","Normal",7592.05351403688
"3795695",432908.6,446680.8,437330.6,448744.6,"P1911",120,"Pistol","Normal","Normal",4879.89287177495
"13929682",417390.6,290301.6,416245.6,289943.3,"UMP9",516,"Sub Machine Gun","Normal","Normal",1199.75159512292
"24394033",369231.4,357603.8,381387.6,353713.2,"Mini 14",817,"Rifle","Normal","Normal",12763.6188755383
"21889704",367855.2,407142.3,368000.6,407595.1,"Micro UZI",124,"Sub Machine Gun","Normal","Normal",475.572286829226
"988879",398714.9,302762,399272.2,302243.2,"UMP9",157,"Sub Machine Gun","Normal","Normal",761.404445744819
"23025629",474177,245249.8,477068.5,252618.3,"Mini 14",726,"Rifle","Normal","Normal",7915.52679864076
"33133755",460238.7,227033.4,461062.3,227824.3,"SCAR-L",1717,"Rifle","Normal","Normal",1141.85803408303
"17739307",340586.9,288387.2,336841.8,292244.5,"AWM",1935,"Sniper","Normal","Normal",5376.29401167758
"3160938",442861.1,630817.1,443057.7,633590.1,"Mini 14",305,"Rifle","Normal","Normal",2779.96053209394
"1069159",590651.5,480193.3,591339.1,473419.6,"M16A4",619,"Rifle","Normal","Normal",6808.50978188327
"11081847",363238.6,413615.6,363161.8,413638.7,"P1911",152,"Pistol","Normal","Normal",80.1988154525977
"23325439",440721.5,640593.4,440782.3,640540.9,"Punch",371,"Melee","Normal","Normal",80.329882360169
"4335842",550792.9,562036.1,550726,562070.4,"SCAR-L",1062,"Rifle","Normal","Normal",75.180449586354
"27413571",202627.2,291412.9,202857.5,290791.3,"S1897",112,"Shotgun","Normal","Normal",662.891129824527
"15175132",314232.1,359057.6,314886.4,359732.1,"SCAR-L",965,"Rifle","Normal","Normal",939.712051641385
"22017667",360802.3,399231.2,361805.8,400471.6,"UMP9",248,"Sub Machine Gun","Normal","Normal",1595.49503603111
"10283804",457261.1,374781.3,458932.9,375334.8,"M416",1560,"Rifle","Normal","Normal",1761.04443158035
"20807964",605102.1,605622,605430.1,605635.8,"M416",475,"Rifle","Elevated","Elevated",328.290176520714
"5673426",162460,290111,165061,290524.4,"M416",501,"Rifle","Normal","Normal",2633.64776688152
"13974156",488832.3,447373.3,488744.2,446979.1,"UMP9",319,"Sub Machine Gun","Normal","Normal",403.924807359
"2649925",729372.9,438957.8,729668.1,448649.6,"Kar98k",609,"Sniper","Normal","Normal",9696.29466755212
"17262048",487965.9,348726.2,486400.3,347960.6,"AKM",572,"Rifle","Normal","Normal",1742.76984137326
"31862369",424191.9,326064.1,424275.2,325944.2,"P92",163,"Pistol","Normal","Normal",145.996232828076
"24111458",215369.2,529625.9,230733.8,535246.4,"AKM",1764,"Rifle","Elevated","Elevated",16360.3469831785
"15820930",276077.1,391458.6,276025,391488,"Dacia",740,"Vehicles","Normal","Normal",59.8228217321696
"9056514",550601.4,226737,549832,226700.9,"S12K",406,"Shotgun","Normal","Normal",770.246434590928
"1134154",419058.6,387611.4,421778.2,387644.1,"DP-28",998,"Machine Gun","Normal","Normal",2719.79658246719
"33773902",176337.2,347584.5,174852.6,354969,"Mini 14",1171,"Rifle","Normal","Normal",7532.25579823203
"32660428",471546.9,553911.1,470301.2,558120.8,"Groza",1637,"Rifle","Normal","Normal",4390.14152163693
"8242190",366424.1,190853.9,366101.9,195062.8,"AKM",1453,"Rifle","Normal","Normal",4221.21452309639
"5996890",532537,235894.7,532609,235542.9,"AKM",596,"Rifle","Normal","Normal",359.092244416407
"25880574",395063.4,170159.6,394705.9,170106.5,"M416",1284,"Rifle","Normal","Normal",361.421997116944
"5073524",604742.8,484178.7,586376.6,495565.1,"M16A4",1259,"Rifle","Normal","Normal",21609.4286689862
"17984613",420220.1,327555.3,420814.6,327830,"UMP9",107,"Sub Machine Gun","Normal","Normal",654.897198039514
"16080911",622360.3,371679.6,623042.6,371651.2,"UMP9",534,"Sub Machine Gun","Normal","Normal",682.89080386245
"12656723",420956.3,325190.9,420949.2,324781.7,"SCAR-L",112,"Rifle","Normal","Normal",409.261591161459
"36408195",381837.9,115269.6,381910.4,115895.5,"M16A4",603,"Rifle","Normal","Normal",630.084962524891
"15120832",636378.8,309153.1,633521.9,309117.3,"M416",1881,"Rifle","Normal","Normal",2857.12429726117
"25453742",373550,397945,373660.8,399025.9,"SCAR-L",180,"Rifle","Normal","Normal",1086.56405701645
"13905903",320392.4,425232.9,328237.4,395015.1,"M416",1266,"Rifle","Normal","Normal",31219.5365410828
"16845224",556547.1,593712.1,557113.9,593347.9,"S1897",166,"Shotgun","Normal","Normal",673.723890032125
"2153515",221655,397062.7,221683.9,396610.2,"S686",185,"Shotgun","Normal","Normal",453.421944771093
"15837836",159485.4,275025.2,159411.2,275410.1,"M16A4",286,"Rifle","Normal","Normal",391.986798247046
"19416190",390674.5,350599,391137.8,350748.1,"SCAR-L",128,"Rifle","Normal","Normal",486.700832134056
"21155551",682726.4,512560.6,683662.1,512066.4,"M16A4",1651,"Rifle","Normal","Normal",1058.19097047738
"588600",367689.3,361608.1,368197.4,361660.1,"S12K",771,"Shotgun","Normal","Normal",510.753962294993
"3535982",381422.3,338208.3,380653.4,354244.8,"AKM",1481,"Rifle","Normal","Normal",16054.9225927751
"12079938",500035.8,565095.7,503704.9,573294.3,"M416",1673,"Rifle","Normal","Normal",8982.16770996856
"26975128",607655.4,473328,605859.1,475813,"M416",1473,"Rifle","Normal","Normal",3066.25483122329
"35035156",136480.8,512147,136495.8,512064.1,"Punch",119,"Melee","Normal","Normal",84.2461275074639
"6051952",581055.8,419315.8,579569.8,417646.9,"SCAR-L",1937,"Rifle","Normal","Normal",2234.59687863379
"22287040",382158.9,118586.3,382064.6,118478,"S1897",270,"Shotgun","Normal","Normal",143.60146238813
"24021490",235875.9,358306.6,233048,378394.2,"M16A4",1156,"Rifle","Normal","Normal",20285.6770202525
"16633078",368077.4,585561.1,371633.1,592702.9,"Kar98k",873,"Sniper","Normal","Normal",7977.98907808229
"37638275",532463.9,236231.7,532473.4,236195.9,"Mini 14",77,"Rifle","Normal","Normal",37.0390334647281
"11888583",389571.7,286846.5,389875.6,287097.2,"AKM",136,"Rifle","Normal","Normal",393.961546346829
"28348295",238235.4,354049.9,235446.5,355485.8,"M249",1651,"Machine Gun","Normal","Normal",3136.84108937636
"22944646",253058.8,413901.2,249960.6,426451.4,"M16A4",703,"Rifle","Normal","Normal",12926.9626471186
"18615374",573130.3,448926.1,573130.3,448926.1,"Buggy",808,"Vehicles","Normal","Normal",0
"23186805",162303.1,287671.7,161931.1,288333.5,"M16A4",453,"Rifle","Normal","Normal",759.18590608624
"10688581",713365.3,512587,713829.3,513877.3,"M416",639,"Rifle","Normal","Normal",1371.19294411836
"36611091",556645.2,407939.2,556921.1,407600.9,"Hit by Car",137,"Vehicles","Normal","Normal",436.540605213312
"5501703",584925.6,341526.7,585154.6,341403.9,"S1897",680,"Shotgun","Normal","Normal",259.847724638868
"1285413",522508.3,395567.1,523304.9,395700.6,"SCAR-L",498,"Rifle","Normal","Normal",807.708988435845
"6572432",415936.3,438417.4,412840.7,428568.1,"AKM",823,"Rifle","Normal","Normal",10324.3135292377
"18310321",601140.2,480626.3,600879.3,481127.6,"M16A4",128,"Rifle","Normal","Normal",565.128746393191
"6399602",623510.8,374141.8,623521.3,374391,"S686",212,"Shotgun","Normal","Normal",249.42110977222
"7678070",359884.8,410966.8,359605.3,410741.3,"P1911",348,"Pistol","Normal","Normal",359.124630177324
"12226174",345402.3,246646.2,346235.2,244197.6,"SCAR-L",1592,"Rifle","Normal","Normal",2586.38055397887
"23349880",350516.6,265383.5,348946,266479,"M416",238,"Rifle","Normal","Normal",1914.91634543129
"39610728",446612.7,621161.6,447848,620966.1,"M16A4",292,"Rifle","Normal","Normal",1250.67435409861
"21871891",177482.5,445052.9,172521.5,448152.2,"M416",1337,"Rifle","Normal","Normal",5849.54540883306
"35781327",603073.9,475472.8,603806.1,474225.9,"M416",237,"Rifle","Normal","Normal",1445.98632427829
"23394124",306026,512367.5,308310.4,513256.6,"AKM",926,"Rifle","Normal","Normal",2451.32253487787
"4950601",685299.8,461521.6,685651.4,461760.9,"S12K",394,"Shotgun","Normal","Normal",425.308182380737
"6710595",685002.9,462110.2,685216.1,461030.5,"M416",88,"Rifle","Normal","Normal",1100.54819521909
"20537485",557193.3,504821.3,547167.7,506375.1,"SCAR-L",806,"Rifle","Normal","Normal",10145.292001712
"33749074",628825.6,305416.4,624827.8,303055.5,"AKM",410,"Rifle","Normal","Normal",4642.87127217625
"13286128",640545.4,362659.9,639955.9,361865.2,"SKS",998,"Sniper","Normal","Normal",989.473769232928
"9162056",525534.3,105404.2,526110.1,107456.6,"AKM",1232,"Rifle","Normal","Normal",2131.64054193008
"5274171",432976.1,438099.8,434798.9,438933.9,"M16A4",476,"Rifle","Normal","Normal",2004.57542886274
"30947042",532331.4,241024.8,531597.6,240341.2,"M16A4",462,"Rifle","Normal","Normal",1002.8815483396
"14310225",417015.3,328533.7,416694.4,328657.3,"UMP9",116,"Sub Machine Gun","Normal","Normal",343.880458880658
"1733061",446476.1,620943.1,446753.2,620898.2,"S12K",149,"Shotgun","Normal","Normal",280.71412504543
"32193259",445217.7,622928.1,437687.1,623198.2,"Kar98k",587,"Sniper","Normal","Normal",7535.44228098129
"6955319",392540.8,234950.6,391135.8,235011,"M16A4",1325,"Rifle","Normal","Normal",1406.29767830285
"24378653",409634.6,287506.5,409573.9,287223.8,"S686",281,"Shotgun","Normal","Normal",289.143182523816
"30936200",411532,691522.3,409907.6,684137.5,"Uaz",1479,"Vehicles","Normal","Normal",7561.34554163482
"36189698",364873.1,396759.2,365003,396996.4,"M16A4",106,"Rifle","Normal","Normal",270.440104274517
"4627478",407605.9,289140.1,405903.1,287812.9,"M416",183,"Rifle","Normal","Normal",2158.93206933429
"2115773",431749.5,640287.3,431796.9,640071.9,"Mini 14",106,"Rifle","Normal","Normal",220.553666938485
"21676099",470461.6,474026.7,480444.9,460435.2,"Kar98k",1250,"Sniper","Normal","Normal",16864.0194242061
"2339564",452208.4,106334.8,461303.9,103474.3,"M16A4",736,"Rifle","Normal","Normal",9534.70400694222
"3998873",613507.3,496572.1,614035.2,496933,"SCAR-L",1764,"Rifle","Normal","Normal",639.474174615299
"27281900",509126.6,486228.6,508306.2,485964.8,"Vector",572,"Sub Machine Gun","Normal","Normal",861.769458730081
"26334173",543502.1,235533,543255.7,235524.7,"AKM",483,"Rifle","Normal","Normal",246.539753386774
"25564867",456658.4,628848.9,456527.1,628847.6,"Mini 14",427,"Rifle","Normal","Normal",131.306435485898
"10545897",424292.2,327020.1,424073.8,327136.2,"AKM",125,"Rifle","Normal","Normal",247.341403731802
"13195095",511009.4,501963.6,510593.8,501332.1,"UMP9",263,"Sub Machine Gun","Normal","Normal",755.986514430006
